image_id,image_path,class_id,class_name
train_bird_00171,images/train/bird/bird_00171.png,0,bird
train_bird_00172,images/train/bird/bird_00172.png,0,bird
train_bird_00173,images/train/bird/bird_00173.png,0,bird
train_bird_00174,images/train/bird/bird_00174.png,0,bird
train_bird_00175,images/train/bird/bird_00175.png,0,bird
train_bird_00176,images/train/bird/bird_00176.png,0,bird
train_bird_00177,images/train/bird/bird_00177.png,0,bird
train_bird_00178,images/train/bird/bird_00178.png,0,bird
train_bird_00179,images/train/bird/bird_00179.png,0,bird
train_bird_00180,images/train/bird/bird_00180.png,0,bird
train_bird_00181,images/train/bird/bird_00181.png,0,bird
train_bird_00182,images/train/bird/bird_00182.png,0,bird
train_bird_00183,images/train/bird/bird_00183.png,0,bird
train_bird_00184,images/train/bird/bird_00184.png,0,bird
train_bird_00185,images/train/bird/bird_00185.png,0,bird
train_bird_00186,images/train/bird/bird_00186.png,0,bird
train_bird_00187,images/train/bird/bird_00187.png,0,bird
train_bird_00188,images/train/bird/bird_00188.png,0,bird
train_bird_00189,images/train/bird/bird_00189.png,0,bird
train_bird_00190,images/train/bird/bird_00190.png,0,bird
train_bird_00191,images/train/bird/bird_00191.png,0,bird
train_bird_00192,images/train/bird/bird_00192.png,0,bird
train_bird_00193,images/train/bird/bird_00193.png,0,bird
train_bird_00194,images/train/bird/bird_00194.png,0,bird
train_bird_00195,images/train/bird/bird_00195.png,0,bird
train_bird_00196,images/train/bird/bird_00196.png,0,bird
train_bird_00197,images/train/bird/bird_00197.png,0,bird
train_bird_00198,images/train/bird/bird_00198.png,0,bird
train_bird_00199,images/train/bird/bird_00199.png,0,bird
train_bird_00200,images/train/bird/bird_00200.png,0,bird
train_bird_00201,images/train/bird/bird_00201.png,0,bird
train_bird_00202,images/train/bird/bird_00202.png,0,bird
train_bird_00203,images/train/bird/bird_00203.png,0,bird
train_bird_00204,images/train/bird/bird_00204.png,0,bird
train_bird_00205,images/train/bird/bird_00205.png,0,bird
train_bird_00206,images/train/bird/bird_00206.png,0,bird
train_bird_00207,images/train/bird/bird_00207.png,0,bird
train_bird_00208,images/train/bird/bird_00208.png,0,bird
train_bird_00209,images/train/bird/bird_00209.png,0,bird
train_bird_00210,images/train/bird/bird_00210.png,0,bird
train_bird_00211,images/train/bird/bird_00211.png,0,bird
train_bird_00212,images/train/bird/bird_00212.png,0,bird
train_bird_00213,images/train/bird/bird_00213.png,0,bird
train_bird_00214,images/train/bird/bird_00214.png,0,bird
train_bird_00215,images/train/bird/bird_00215.png,0,bird
train_bird_00216,images/train/bird/bird_00216.png,0,bird
train_bird_00217,images/train/bird/bird_00217.png,0,bird
train_bird_00218,images/train/bird/bird_00218.png,0,bird
train_bird_00219,images/train/bird/bird_00219.png,0,bird
train_bird_00220,images/train/bird/bird_00220.png,0,bird
train_bird_00221,images/train/bird/bird_00221.png,0,bird
train_bird_00222,images/train/bird/bird_00222.png,0,bird
train_bird_00223,images/train/bird/bird_00223.png,0,bird
train_bird_00224,images/train/bird/bird_00224.png,0,bird
train_bird_00225,images/train/bird/bird_00225.png,0,bird
train_bird_00226,images/train/bird/bird_00226.png,0,bird
train_bird_00227,images/train/bird/bird_00227.png,0,bird
train_bird_00228,images/train/bird/bird_00228.png,0,bird
train_bird_00229,images/train/bird/bird_00229.png,0,bird
train_bird_00230,images/train/bird/bird_00230.png,0,bird
train_bird_00231,images/train/bird/bird_00231.png,0,bird
train_bird_00232,images/train/bird/bird_00232.png,0,bird
train_bird_00233,images/train/bird/bird_00233.png,0,bird
train_bird_00234,images/train/bird/bird_00234.png,0,bird
train_bird_00235,images/train/bird/bird_00235.png,0,bird
train_bird_00236,images/train/bird/bird_00236.png,0,bird
train_bird_00237,images/train/bird/bird_00237.png,0,bird
train_bird_00238,images/train/bird/bird_00238.png,0,bird
train_bird_00239,images/train/bird/bird_00239.png,0,bird
train_bird_00240,images/train/bird/bird_00240.png,0,bird
train_bird_00241,images/train/bird/bird_00241.png,0,bird
train_bird_00242,images/train/bird/bird_00242.png,0,bird
train_bird_00243,images/train/bird/bird_00243.png,0,bird
train_bird_00244,images/train/bird/bird_00244.png,0,bird
train_bird_00245,images/train/bird/bird_00245.png,0,bird
train_bird_00246,images/train/bird/bird_00246.png,0,bird
train_bird_00247,images/train/bird/bird_00247.png,0,bird
train_bird_00248,images/train/bird/bird_00248.png,0,bird
train_bird_00249,images/train/bird/bird_00249.png,0,bird
train_bird_00250,images/train/bird/bird_00250.png,0,bird
train_bird_00251,images/train/bird/bird_00251.png,0,bird
train_bird_00252,images/train/bird/bird_00252.png,0,bird
train_bird_00253,images/train/bird/bird_00253.png,0,bird
train_bird_00254,images/train/bird/bird_00254.png,0,bird
train_bird_00255,images/train/bird/bird_00255.png,0,bird
train_bird_00256,images/train/bird/bird_00256.png,0,bird
train_bird_00257,images/train/bird/bird_00257.png,0,bird
train_bird_00258,images/train/bird/bird_00258.png,0,bird
train_bird_00259,images/train/bird/bird_00259.png,0,bird
train_bird_00260,images/train/bird/bird_00260.png,0,bird
train_bird_00261,images/train/bird/bird_00261.png,0,bird
train_bird_00262,images/train/bird/bird_00262.png,0,bird
train_bird_00263,images/train/bird/bird_00263.png,0,bird
train_bird_00264,images/train/bird/bird_00264.png,0,bird
train_bird_00265,images/train/bird/bird_00265.png,0,bird
train_bird_00266,images/train/bird/bird_00266.png,0,bird
train_bird_00267,images/train/bird/bird_00267.png,0,bird
train_bird_00268,images/train/bird/bird_00268.png,0,bird
train_bird_00269,images/train/bird/bird_00269.png,0,bird
train_bird_00270,images/train/bird/bird_00270.png,0,bird
train_bird_00271,images/train/bird/bird_00271.png,0,bird
train_bird_00272,images/train/bird/bird_00272.png,0,bird
train_bird_00273,images/train/bird/bird_00273.png,0,bird
train_bird_00274,images/train/bird/bird_00274.png,0,bird
train_bird_00275,images/train/bird/bird_00275.png,0,bird
train_bird_00276,images/train/bird/bird_00276.png,0,bird
train_bird_00277,images/train/bird/bird_00277.png,0,bird
train_bird_00278,images/train/bird/bird_00278.png,0,bird
train_bird_00279,images/train/bird/bird_00279.png,0,bird
train_bird_00280,images/train/bird/bird_00280.png,0,bird
train_bird_00281,images/train/bird/bird_00281.png,0,bird
train_bird_00282,images/train/bird/bird_00282.png,0,bird
train_bird_00283,images/train/bird/bird_00283.png,0,bird
train_bird_00284,images/train/bird/bird_00284.png,0,bird
train_bird_00285,images/train/bird/bird_00285.png,0,bird
train_bird_00286,images/train/bird/bird_00286.png,0,bird
train_bird_00287,images/train/bird/bird_00287.png,0,bird
train_bird_00288,images/train/bird/bird_00288.png,0,bird
train_bird_00289,images/train/bird/bird_00289.png,0,bird
train_bird_00290,images/train/bird/bird_00290.png,0,bird
train_bird_00291,images/train/bird/bird_00291.png,0,bird
train_bird_00292,images/train/bird/bird_00292.png,0,bird
train_bird_00293,images/train/bird/bird_00293.png,0,bird
train_bird_00294,images/train/bird/bird_00294.png,0,bird
train_bird_00295,images/train/bird/bird_00295.png,0,bird
train_bird_00296,images/train/bird/bird_00296.png,0,bird
train_bird_00297,images/train/bird/bird_00297.png,0,bird
train_bird_00298,images/train/bird/bird_00298.png,0,bird
train_bird_00299,images/train/bird/bird_00299.png,0,bird
train_bird_00300,images/train/bird/bird_00300.png,0,bird
train_bird_00301,images/train/bird/bird_00301.png,0,bird
train_bird_00302,images/train/bird/bird_00302.png,0,bird
train_bird_00303,images/train/bird/bird_00303.png,0,bird
train_bird_00304,images/train/bird/bird_00304.png,0,bird
train_bird_00305,images/train/bird/bird_00305.png,0,bird
train_bird_00306,images/train/bird/bird_00306.png,0,bird
train_bird_00307,images/train/bird/bird_00307.png,0,bird
train_bird_00308,images/train/bird/bird_00308.png,0,bird
train_bird_00309,images/train/bird/bird_00309.png,0,bird
train_bird_00310,images/train/bird/bird_00310.png,0,bird
train_bird_00311,images/train/bird/bird_00311.png,0,bird
train_bird_00312,images/train/bird/bird_00312.png,0,bird
train_bird_00313,images/train/bird/bird_00313.png,0,bird
train_bird_00314,images/train/bird/bird_00314.png,0,bird
train_bird_00315,images/train/bird/bird_00315.png,0,bird
train_bird_00316,images/train/bird/bird_00316.png,0,bird
train_bird_00317,images/train/bird/bird_00317.png,0,bird
train_bird_00318,images/train/bird/bird_00318.png,0,bird
train_bird_00319,images/train/bird/bird_00319.png,0,bird
train_bird_00320,images/train/bird/bird_00320.png,0,bird
train_bird_00321,images/train/bird/bird_00321.png,0,bird
train_bird_00322,images/train/bird/bird_00322.png,0,bird
train_bird_00323,images/train/bird/bird_00323.png,0,bird
train_bird_00324,images/train/bird/bird_00324.png,0,bird
train_bird_00325,images/train/bird/bird_00325.png,0,bird
train_bird_00326,images/train/bird/bird_00326.png,0,bird
train_bird_00327,images/train/bird/bird_00327.png,0,bird
train_bird_00328,images/train/bird/bird_00328.png,0,bird
train_bird_00329,images/train/bird/bird_00329.png,0,bird
train_bird_00330,images/train/bird/bird_00330.png,0,bird
train_bird_00331,images/train/bird/bird_00331.png,0,bird
train_bird_00332,images/train/bird/bird_00332.png,0,bird
train_bird_00333,images/train/bird/bird_00333.png,0,bird
train_bird_00334,images/train/bird/bird_00334.png,0,bird
train_bird_00335,images/train/bird/bird_00335.png,0,bird
train_bird_00336,images/train/bird/bird_00336.png,0,bird
train_bird_00337,images/train/bird/bird_00337.png,0,bird
train_bird_00338,images/train/bird/bird_00338.png,0,bird
train_bird_00339,images/train/bird/bird_00339.png,0,bird
train_bird_00340,images/train/bird/bird_00340.png,0,bird
train_bird_00341,images/train/bird/bird_00341.png,0,bird
train_bird_00342,images/train/bird/bird_00342.png,0,bird
train_bird_00343,images/train/bird/bird_00343.png,0,bird
train_bird_00344,images/train/bird/bird_00344.png,0,bird
train_bird_00345,images/train/bird/bird_00345.png,0,bird
train_bird_00346,images/train/bird/bird_00346.png,0,bird
train_bird_00347,images/train/bird/bird_00347.png,0,bird
train_bird_00348,images/train/bird/bird_00348.png,0,bird
train_bird_00349,images/train/bird/bird_00349.png,0,bird
train_bird_00350,images/train/bird/bird_00350.png,0,bird
train_bird_00351,images/train/bird/bird_00351.png,0,bird
train_bird_00352,images/train/bird/bird_00352.png,0,bird
train_bird_00353,images/train/bird/bird_00353.png,0,bird
train_bird_00354,images/train/bird/bird_00354.png,0,bird
train_bird_00355,images/train/bird/bird_00355.png,0,bird
train_bird_00356,images/train/bird/bird_00356.png,0,bird
train_bird_00357,images/train/bird/bird_00357.png,0,bird
train_bird_00358,images/train/bird/bird_00358.png,0,bird
train_bird_00359,images/train/bird/bird_00359.png,0,bird
train_bird_00360,images/train/bird/bird_00360.png,0,bird
train_bird_00361,images/train/bird/bird_00361.png,0,bird
train_bird_00362,images/train/bird/bird_00362.png,0,bird
train_bird_00363,images/train/bird/bird_00363.png,0,bird
train_bird_00364,images/train/bird/bird_00364.png,0,bird
train_bird_00365,images/train/bird/bird_00365.png,0,bird
train_bird_00366,images/train/bird/bird_00366.png,0,bird
train_bird_00367,images/train/bird/bird_00367.png,0,bird
train_bird_00368,images/train/bird/bird_00368.png,0,bird
train_bird_00369,images/train/bird/bird_00369.png,0,bird
train_bird_00370,images/train/bird/bird_00370.png,0,bird
train_bird_00371,images/train/bird/bird_00371.png,0,bird
train_bird_00372,images/train/bird/bird_00372.png,0,bird
train_bird_00373,images/train/bird/bird_00373.png,0,bird
train_bird_00374,images/train/bird/bird_00374.png,0,bird
train_butterfly_00000,images/train/butterfly/butterfly_00000.png,1,butterfly
train_butterfly_00001,images/train/butterfly/butterfly_00001.png,1,butterfly
train_butterfly_00002,images/train/butterfly/butterfly_00002.png,1,butterfly
train_butterfly_00003,images/train/butterfly/butterfly_00003.png,1,butterfly
train_butterfly_00004,images/train/butterfly/butterfly_00004.png,1,butterfly
train_butterfly_00005,images/train/butterfly/butterfly_00005.png,1,butterfly
train_butterfly_00006,images/train/butterfly/butterfly_00006.png,1,butterfly
train_butterfly_00007,images/train/butterfly/butterfly_00007.png,1,butterfly
train_butterfly_00008,images/train/butterfly/butterfly_00008.png,1,butterfly
train_butterfly_00009,images/train/butterfly/butterfly_00009.png,1,butterfly
train_butterfly_00010,images/train/butterfly/butterfly_00010.png,1,butterfly
train_butterfly_00011,images/train/butterfly/butterfly_00011.png,1,butterfly
train_butterfly_00012,images/train/butterfly/butterfly_00012.png,1,butterfly
train_butterfly_00013,images/train/butterfly/butterfly_00013.png,1,butterfly
train_butterfly_00014,images/train/butterfly/butterfly_00014.png,1,butterfly
train_butterfly_00015,images/train/butterfly/butterfly_00015.png,1,butterfly
train_butterfly_00016,images/train/butterfly/butterfly_00016.png,1,butterfly
train_butterfly_00017,images/train/butterfly/butterfly_00017.png,1,butterfly
train_butterfly_00018,images/train/butterfly/butterfly_00018.png,1,butterfly
train_butterfly_00019,images/train/butterfly/butterfly_00019.png,1,butterfly
train_butterfly_00020,images/train/butterfly/butterfly_00020.png,1,butterfly
train_butterfly_00021,images/train/butterfly/butterfly_00021.png,1,butterfly
train_butterfly_00022,images/train/butterfly/butterfly_00022.png,1,butterfly
train_butterfly_00023,images/train/butterfly/butterfly_00023.png,1,butterfly
train_butterfly_00024,images/train/butterfly/butterfly_00024.png,1,butterfly
train_butterfly_00025,images/train/butterfly/butterfly_00025.png,1,butterfly
train_butterfly_00026,images/train/butterfly/butterfly_00026.png,1,butterfly
train_butterfly_00027,images/train/butterfly/butterfly_00027.png,1,butterfly
train_butterfly_00028,images/train/butterfly/butterfly_00028.png,1,butterfly
train_butterfly_00029,images/train/butterfly/butterfly_00029.png,1,butterfly
train_butterfly_00030,images/train/butterfly/butterfly_00030.png,1,butterfly
train_butterfly_00031,images/train/butterfly/butterfly_00031.png,1,butterfly
train_butterfly_00032,images/train/butterfly/butterfly_00032.png,1,butterfly
train_butterfly_00033,images/train/butterfly/butterfly_00033.png,1,butterfly
train_butterfly_00034,images/train/butterfly/butterfly_00034.png,1,butterfly
train_butterfly_00035,images/train/butterfly/butterfly_00035.png,1,butterfly
train_butterfly_00036,images/train/butterfly/butterfly_00036.png,1,butterfly
train_butterfly_00037,images/train/butterfly/butterfly_00037.png,1,butterfly
train_butterfly_00038,images/train/butterfly/butterfly_00038.png,1,butterfly
train_butterfly_00039,images/train/butterfly/butterfly_00039.png,1,butterfly
train_butterfly_00040,images/train/butterfly/butterfly_00040.png,1,butterfly
train_butterfly_00041,images/train/butterfly/butterfly_00041.png,1,butterfly
train_butterfly_00042,images/train/butterfly/butterfly_00042.png,1,butterfly
train_butterfly_00043,images/train/butterfly/butterfly_00043.png,1,butterfly
train_butterfly_00044,images/train/butterfly/butterfly_00044.png,1,butterfly
train_butterfly_00045,images/train/butterfly/butterfly_00045.png,1,butterfly
train_butterfly_00046,images/train/butterfly/butterfly_00046.png,1,butterfly
train_butterfly_00047,images/train/butterfly/butterfly_00047.png,1,butterfly
train_butterfly_00048,images/train/butterfly/butterfly_00048.png,1,butterfly
train_butterfly_00049,images/train/butterfly/butterfly_00049.png,1,butterfly
train_butterfly_00050,images/train/butterfly/butterfly_00050.png,1,butterfly
train_butterfly_00051,images/train/butterfly/butterfly_00051.png,1,butterfly
train_butterfly_00052,images/train/butterfly/butterfly_00052.png,1,butterfly
train_butterfly_00053,images/train/butterfly/butterfly_00053.png,1,butterfly
train_butterfly_00054,images/train/butterfly/butterfly_00054.png,1,butterfly
train_butterfly_00055,images/train/butterfly/butterfly_00055.png,1,butterfly
train_butterfly_00056,images/train/butterfly/butterfly_00056.png,1,butterfly
train_butterfly_00057,images/train/butterfly/butterfly_00057.png,1,butterfly
train_butterfly_00058,images/train/butterfly/butterfly_00058.png,1,butterfly
train_butterfly_00059,images/train/butterfly/butterfly_00059.png,1,butterfly
train_butterfly_00060,images/train/butterfly/butterfly_00060.png,1,butterfly
train_butterfly_00061,images/train/butterfly/butterfly_00061.png,1,butterfly
train_butterfly_00062,images/train/butterfly/butterfly_00062.png,1,butterfly
train_butterfly_00063,images/train/butterfly/butterfly_00063.png,1,butterfly
train_butterfly_00064,images/train/butterfly/butterfly_00064.png,1,butterfly
train_butterfly_00065,images/train/butterfly/butterfly_00065.png,1,butterfly
train_butterfly_00066,images/train/butterfly/butterfly_00066.png,1,butterfly
train_butterfly_00067,images/train/butterfly/butterfly_00067.png,1,butterfly
train_butterfly_00068,images/train/butterfly/butterfly_00068.png,1,butterfly
train_butterfly_00069,images/train/butterfly/butterfly_00069.png,1,butterfly
train_butterfly_00070,images/train/butterfly/butterfly_00070.png,1,butterfly
train_butterfly_00071,images/train/butterfly/butterfly_00071.png,1,butterfly
train_butterfly_00072,images/train/butterfly/butterfly_00072.png,1,butterfly
train_butterfly_00073,images/train/butterfly/butterfly_00073.png,1,butterfly
train_butterfly_00074,images/train/butterfly/butterfly_00074.png,1,butterfly
train_butterfly_00075,images/train/butterfly/butterfly_00075.png,1,butterfly
train_butterfly_00076,images/train/butterfly/butterfly_00076.png,1,butterfly
train_butterfly_00077,images/train/butterfly/butterfly_00077.png,1,butterfly
train_butterfly_00078,images/train/butterfly/butterfly_00078.png,1,butterfly
train_butterfly_00079,images/train/butterfly/butterfly_00079.png,1,butterfly
train_butterfly_00080,images/train/butterfly/butterfly_00080.png,1,butterfly
train_butterfly_00081,images/train/butterfly/butterfly_00081.png,1,butterfly
train_butterfly_00082,images/train/butterfly/butterfly_00082.png,1,butterfly
train_butterfly_00083,images/train/butterfly/butterfly_00083.png,1,butterfly
train_butterfly_00084,images/train/butterfly/butterfly_00084.png,1,butterfly
train_butterfly_00085,images/train/butterfly/butterfly_00085.png,1,butterfly
train_butterfly_00086,images/train/butterfly/butterfly_00086.png,1,butterfly
train_butterfly_00087,images/train/butterfly/butterfly_00087.png,1,butterfly
train_butterfly_00088,images/train/butterfly/butterfly_00088.png,1,butterfly
train_butterfly_00089,images/train/butterfly/butterfly_00089.png,1,butterfly
train_butterfly_00090,images/train/butterfly/butterfly_00090.png,1,butterfly
train_butterfly_00091,images/train/butterfly/butterfly_00091.png,1,butterfly
train_butterfly_00092,images/train/butterfly/butterfly_00092.png,1,butterfly
train_butterfly_00093,images/train/butterfly/butterfly_00093.png,1,butterfly
train_butterfly_00094,images/train/butterfly/butterfly_00094.png,1,butterfly
train_butterfly_00095,images/train/butterfly/butterfly_00095.png,1,butterfly
